"","probeID","geneNames","ensemblID","distToTSS"
"7834","cg13859216",NA,NA,NA
"7835","cg01037108",NA,NA,NA
"7836","cg02276665",NA,NA,NA
"7837","cg07874155",NA,NA,NA
"7838","cg00213331",NA,NA,NA
"7839","cg13326338",NA,NA,NA
"7840","cg22409383",NA,NA,NA
"7841","cg06302803",NA,NA,NA
"7842","cg11905589",NA,NA,NA
"7843","cg24683061",NA,NA,NA
"7844","cg26392924",NA,NA,NA
"7845","cg25374813",NA,NA,NA
"7846","cg13500819",NA,NA,NA
"7847","cg19569684",NA,NA,NA
"7848","cg18805835",NA,NA,NA
"7849","cg05284582",NA,NA,NA
"7850","cg10356060",NA,NA,NA
"7851","cg25707005",NA,NA,NA
"7852","cg23261102",NA,NA,NA
"7853","cg19238398",NA,NA,NA
"7854","cg16983159",NA,NA,NA
"7855","cg11713336",NA,NA,NA
"7856","cg06005644",NA,NA,NA
"7857","cg17811228",NA,NA,NA
"7858","cg04686412",NA,NA,NA
"7859","cg08100497",NA,NA,NA
"7860","cg27152280",NA,NA,NA
"7861","cg15563057",NA,NA,NA
"7862","cg19972859",NA,NA,NA
"7863","cg03529436",NA,NA,NA
"7864","cg04135543",NA,NA,NA
"7865","cg25132078",NA,NA,NA
"7866","cg07697078",NA,NA,NA
"7867","cg01599709",NA,NA,NA
"7868","cg20868410",NA,NA,NA
"7869","cg08918431",NA,NA,NA
"7870","cg02215538",NA,NA,NA
"7871","cg17416146",NA,NA,NA
"7872","cg10731022",NA,NA,NA
"7873","cg08948050",NA,NA,NA
"7874","cg20021244",NA,NA,NA
"7875","cg02995853",NA,NA,NA
"7876","cg25358289",NA,NA,NA
"7877","cg19008097",NA,NA,NA
"7878","cg06994793",NA,NA,NA
"7879","cg00916199",NA,NA,NA
"7880","cg15537433",NA,NA,NA
"7881","cg09507928",NA,NA,NA
"7882","cg06177968",NA,NA,NA
"7883","cg03136712",NA,NA,NA
"7884","cg16949889",NA,NA,NA
"7885","cg01500421",NA,NA,NA
"7886","cg02153871",NA,NA,NA
"7887","cg20948472",NA,NA,NA
"7888","cg06225581",NA,NA,NA
"7889","cg20514617",NA,NA,NA
"7890","cg26556719",NA,NA,NA
"7891","cg18902090",NA,NA,NA
"7892","cg12629325",NA,NA,NA
"7893","cg19867899",NA,NA,NA
"7894","cg24076884",NA,NA,NA
"7895","cg06899976",NA,NA,NA
"7896","cg03513163",NA,NA,NA
"7897","cg10887021",NA,NA,NA
"7898","cg02260587",NA,NA,NA
"7899","cg03504078",NA,NA,NA
"7900","cg01512854",NA,NA,NA
"7901","cg12990410",NA,NA,NA
"7902","cg03349953",NA,NA,NA
"7903","cg23596123",NA,NA,NA
"7904","cg11809091",NA,NA,NA
"7905","cg03780733",NA,NA,NA
"7906","cg06768707",NA,NA,NA
"7907","cg24435562",NA,NA,NA
"7908","cg02087637",NA,NA,NA
"7909","cg11864993",NA,NA,NA
"7910","cg27124774",NA,NA,NA
"7911","cg05898102",NA,NA,NA
"7912","cg04270025",NA,NA,NA
"7913","cg12343638",NA,NA,NA
"7914","cg07899016",NA,NA,NA
"7915","cg14592099",NA,NA,NA
"7916","cg06327515",NA,NA,NA
"7917","cg11368643",NA,NA,NA
"7918","cg10757144",NA,NA,NA
"7919","cg26783353",NA,NA,NA
"7920","cg19215261",NA,NA,NA
"7921","cg19311812",NA,NA,NA
"7922","cg06284322",NA,NA,NA
"7923","cg26282384",NA,NA,NA
"7924","cg00911351",NA,NA,NA
"7925","cg14011639",NA,NA,NA
"7926","cg23563234",NA,NA,NA
"7927","cg07730329",NA,NA,NA
"7928","cg11647681",NA,NA,NA
"7929","cg02780295",NA,NA,NA
"7930","cg15361590",NA,NA,NA
"7931","cg12145907",NA,NA,NA
"7932","cg00943245",NA,NA,NA
"7933","cg17108383",NA,NA,NA
"7934","cg04284814",NA,NA,NA
"7935","cg11064797",NA,NA,NA
"7936","cg24385322",NA,NA,NA
"7937","cg10414058",NA,NA,NA
"7938","cg11136562",NA,NA,NA
"7939","cg16382322",NA,NA,NA
"7940","cg22764338",NA,NA,NA
"7941","cg09985635",NA,NA,NA
"7942","cg08158289",NA,NA,NA
"7943","cg08587542",NA,NA,NA
"7944","cg12845808",NA,NA,NA
"7945","cg04797496",NA,NA,NA
"7946","cg04182865",NA,NA,NA
"7947","cg19704039",NA,NA,NA
"7948","cg00145118",NA,NA,NA
"7949","cg13490971",NA,NA,NA
"7950","cg16821394",NA,NA,NA
"7951","cg20044189",NA,NA,NA
"7952","cg25040733",NA,NA,NA
"7953","cg08816023",NA,NA,NA
"7954","cg19954000",NA,NA,NA
"7955","cg00672638",NA,NA,NA
"7956","cg03328750",NA,NA,NA
"7957","cg08818984",NA,NA,NA
"7958","cg08367838",NA,NA,NA
"7959","cg04293726",NA,NA,NA
"7960","cg23513690",NA,NA,NA
"7961","cg08017606",NA,NA,NA
"7962","cg23303408",NA,NA,NA
"7963","cg18482268",NA,NA,NA
"7964","cg17638137",NA,NA,NA
"7965","cg09189322",NA,NA,NA
"7966","cg01112778",NA,NA,NA
"7967","cg17342759",NA,NA,NA
"7968","cg11572744",NA,NA,NA
"7969","cg21835622",NA,NA,NA
"7970","cg00834796",NA,NA,NA
"7971","cg16776717",NA,NA,NA
"7972","cg04577715",NA,NA,NA
"7973","cg16360372",NA,NA,NA
"7974","cg19530885",NA,NA,NA
"7975","cg17788013",NA,NA,NA
"7976","cg26851800",NA,NA,NA
"7977","cg27488807",NA,NA,NA
"7978","cg19404190",NA,NA,NA
"7979","cg02376163",NA,NA,NA
"7980","cg25847835",NA,NA,NA
"7981","cg07102705",NA,NA,NA
"7982","cg15415509",NA,NA,NA
"7983","cg19110523",NA,NA,NA
"7984","cg14818279",NA,NA,NA
"7985","cg01965939",NA,NA,NA
"7986","cg05026186",NA,NA,NA
"7987","cg25821963",NA,NA,NA
"7988","cg10328462",NA,NA,NA
"7989","cg08680102",NA,NA,NA
"7990","cg07933176",NA,NA,NA
"7991","cg22281080",NA,NA,NA
"7992","cg00298357",NA,NA,NA
"7993","cg25141490",NA,NA,NA
"7994","cg05607472",NA,NA,NA
"7995","cg06899802",NA,NA,NA
"7996","cg16786458",NA,NA,NA
"7997","cg15219393",NA,NA,NA
"7998","cg18915143",NA,NA,NA
"7999","cg19382175",NA,NA,NA
"8000","cg13237906",NA,NA,NA
"8001","cg25054311",NA,NA,NA
"8002","cg25428293",NA,NA,NA
"8003","cg05382565",NA,NA,NA
"8004","cg07260017",NA,NA,NA
"8005","cg04569804",NA,NA,NA
"8006","cg11042320",NA,NA,NA
"8007","cg12727795",NA,NA,NA
"8008","cg24216701",NA,NA,NA
"8009","cg15452204",NA,NA,NA
"8010","cg09588653",NA,NA,NA
"8011","cg19435264",NA,NA,NA
"8012","cg27244482",NA,NA,NA
"8013","cg09825414",NA,NA,NA
"8014","cg08983975",NA,NA,NA
"8015","cg19928046",NA,NA,NA
"8016","cg22975568",NA,NA,NA
"8017","cg01982455",NA,NA,NA
"8018","cg07155664",NA,NA,NA
"8019","cg15467759",NA,NA,NA
"8020","cg25677709",NA,NA,NA
"8021","cg13590277",NA,NA,NA
"8022","cg12172720",NA,NA,NA
"8023","cg14600885",NA,NA,NA
"8024","cg13214422",NA,NA,NA
"8025","cg23128146",NA,NA,NA
"8026","cg12346881",NA,NA,NA
"8027","cg19014419",NA,NA,NA
"8028","cg18849169",NA,NA,NA
"8029","cg21504918",NA,NA,NA
"8030","cg07699362",NA,NA,NA
"8031","cg21516478",NA,NA,NA
"8032","cg17820459",NA,NA,NA
"8033","cg12483860",NA,NA,NA
"8034","cg03197524",NA,NA,NA
"8035","cg21623671",NA,NA,NA
"8036","cg15512961",NA,NA,NA
"8037","cg08317263",NA,NA,NA
"8038","cg22775896",NA,NA,NA
"8039","cg15972617",NA,NA,NA
"8040","cg22445920",NA,NA,NA
"8041","cg01678321",NA,NA,NA
"8042","cg22505977",NA,NA,NA
"8043","cg10345936",NA,NA,NA
"8044","cg08724474",NA,NA,NA
"8045","cg14104257",NA,NA,NA
"8046","cg04443324",NA,NA,NA
"8047","cg09801065",NA,NA,NA
"8048","cg08331313",NA,NA,NA
"8049","cg25913233",NA,NA,NA
"8050","cg21101222",NA,NA,NA
"8051","cg06746171",NA,NA,NA
"8052","cg20775840",NA,NA,NA
"8053","cg26361928",NA,NA,NA
"8054","cg00059225",NA,NA,NA
"8055","cg14319409",NA,NA,NA
"8056","cg03914397",NA,NA,NA
"8057","cg17020834",NA,NA,NA
"8058","cg08578734",NA,NA,NA
"8059","cg03707950",NA,NA,NA
"8060","cg22230395",NA,NA,NA
"8061","cg17034082",NA,NA,NA
"8062","cg02141675",NA,NA,NA
"8063","cg26565838",NA,NA,NA
"8064","cg09545860",NA,NA,NA
"8065","cg07927484",NA,NA,NA
"8066","cg19721889",NA,NA,NA
"8067","cg00405677",NA,NA,NA
"8068","cg23613317",NA,NA,NA
"8069","cg13689073",NA,NA,NA
"8070","cg10257049",NA,NA,NA
"8071","cg10214058",NA,NA,NA
"8072","cg18632102",NA,NA,NA
"8073","cg04730731",NA,NA,NA
"8074","cg19560287",NA,NA,NA
"8075","cg20492933",NA,NA,NA
"8076","cg22077101",NA,NA,NA
"8077","cg03811411",NA,NA,NA
"8078","cg04435420",NA,NA,NA
"8079","cg18994063",NA,NA,NA
"8080","cg17484237",NA,NA,NA
"8081","cg19110684",NA,NA,NA
"8082","cg08519865",NA,NA,NA
"8083","cg18587018",NA,NA,NA
"8084","cg14376424",NA,NA,NA
"8085","cg01546430",NA,NA,NA
"8086","cg09453312",NA,NA,NA
"8087","cg00986320",NA,NA,NA
"8088","cg20541456",NA,NA,NA
"8089","cg26790059",NA,NA,NA
"8090","cg20189782",NA,NA,NA
"8091","cg07540118",NA,NA,NA
"8092","cg09079275",NA,NA,NA
"8093","cg06200339",NA,NA,NA
"8094","cg10715231",NA,NA,NA
"8095","cg23123362",NA,NA,NA
"8096","cg05189291",NA,NA,NA
"8097","cg02641095",NA,NA,NA
"8098","cg26891849",NA,NA,NA
"8099","cg16582174",NA,NA,NA
"8100","cg11503011",NA,NA,NA
"8101","cg05056120",NA,NA,NA
"8102","cg14686321",NA,NA,NA
"8103","cg01657408",NA,NA,NA
"8104","cg07444907",NA,NA,NA
"8105","cg17357865",NA,NA,NA
"8106","cg00066816",NA,NA,NA
"8107","cg09038885",NA,NA,NA
"8108","cg21575929",NA,NA,NA
"8109","cg01222684",NA,NA,NA
"8110","cg22956315",NA,NA,NA
"8111","cg13599007",NA,NA,NA
"8112","cg22861316",NA,NA,NA
"8113","cg19742789",NA,NA,NA
"8114","cg17178888",NA,NA,NA
"8115","cg10534672",NA,NA,NA
"8116","cg07816439",NA,NA,NA
"8117","cg02367472",NA,NA,NA
"8118","cg22227058",NA,NA,NA
"8119","cg27185377",NA,NA,NA
"8120","cg26775866",NA,NA,NA
"8121","cg01939681",NA,NA,NA
"8122","cg16509658",NA,NA,NA
"8123","cg22672790",NA,NA,NA
"8124","cg07592353",NA,NA,NA
"8125","cg24523000",NA,NA,NA
"8126","cg02065387",NA,NA,NA
"8127","cg09220361",NA,NA,NA
"8128","cg18219951",NA,NA,NA
"8129","cg04232649",NA,NA,NA
"8130","cg04084172",NA,NA,NA
"8131","cg19545851",NA,NA,NA
"8132","cg24206256",NA,NA,NA
"8133","cg17329249",NA,NA,NA
"8134","cg16802646",NA,NA,NA
"8135","cg02865818",NA,NA,NA
"8136","cg24809768",NA,NA,NA
"8137","cg13404558",NA,NA,NA
"8138","cg16421589",NA,NA,NA
"8139","cg11732619",NA,NA,NA
"8140","cg19905251",NA,NA,NA
"8141","cg24115593",NA,NA,NA
"8142","cg11119131",NA,NA,NA
"8143","cg02251134",NA,NA,NA
"8144","cg21233722",NA,NA,NA
"8145","cg19233472",NA,NA,NA
"8146","cg00661485",NA,NA,NA
"8147","cg17127769",NA,NA,NA
"8148","cg01495509",NA,NA,NA
"8149","cg22646937",NA,NA,NA
"8150","cg12833011",NA,NA,NA
"8151","cg08422599",NA,NA,NA
"8152","cg23181170",NA,NA,NA
"8153","cg21652012",NA,NA,NA
"8154","cg25942450",NA,NA,NA
"8155","cg25720804",NA,NA,NA
"8156","cg24145210",NA,NA,NA
"8157","cg14039952",NA,NA,NA
"8158","cg15699524",NA,NA,NA
"8159","cg16494477",NA,NA,NA
"8160","cg23434919",NA,NA,NA
"8161","cg00156744",NA,NA,NA
"8162","cg00912191",NA,NA,NA
"8163","cg00076645",NA,NA,NA
"8164","cg26095194",NA,NA,NA
"8165","cg17429424",NA,NA,NA
"8166","cg22229034",NA,NA,NA
"8167","cg17946497",NA,NA,NA
"8168","cg04060275",NA,NA,NA
"8169","cg10837843",NA,NA,NA
"8170","cg16957313",NA,NA,NA
"8171","cg15947959",NA,NA,NA
"8172","cg17304433",NA,NA,NA
"8173","cg12936220",NA,NA,NA
"8174","cg14134153",NA,NA,NA
"8175","cg08233173",NA,NA,NA
"8176","cg20225275",NA,NA,NA
"8177","cg04960652",NA,NA,NA
"8178","cg17714794",NA,NA,NA
"8179","cg03294619",NA,NA,NA
"8180","cg01282074",NA,NA,NA
"8181","cg19728382",NA,NA,NA
"8182","cg12598575",NA,NA,NA
"8183","cg23003881",NA,NA,NA
"8184","cg24016044",NA,NA,NA
"8185","cg03032025",NA,NA,NA
"8186","cg14243026",NA,NA,NA
"8187","cg07884019",NA,NA,NA
"8188","cg26796283",NA,NA,NA
"8189","cg27096144",NA,NA,NA
"8190","cg16112129",NA,NA,NA
"8191","cg17307280",NA,NA,NA
"8192","cg07293947",NA,NA,NA
"8193","cg09801842",NA,NA,NA
"8194","cg14345676",NA,NA,NA
"8195","cg20277670",NA,NA,NA
"8196","cg22776578",NA,NA,NA
"8197","cg19885761",NA,NA,NA
"8198","cg23564033",NA,NA,NA
"8199","cg17398003",NA,NA,NA
"8200","cg21605986",NA,NA,NA
"8201","cg26620356",NA,NA,NA
"8202","cg08725962",NA,NA,NA
"8203","cg27092035",NA,NA,NA
"8204","cg27164762",NA,NA,NA
"8205","cg07510052",NA,NA,NA
"8206","cg01684579",NA,NA,NA
"8207","cg27035806",NA,NA,NA
"8208","cg24735937",NA,NA,NA
"8209","cg10082991",NA,NA,NA
"8210","cg08283293",NA,NA,NA
"8211","cg22733478",NA,NA,NA
"8212","cg02404843",NA,NA,NA
"8213","cg05028467",NA,NA,NA
"8214","cg07035740",NA,NA,NA
"8215","cg02616808",NA,NA,NA
"8216","cg12893143",NA,NA,NA
"8217","cg14709481",NA,NA,NA
"8218","cg05119218",NA,NA,NA
"8219","cg06720424",NA,NA,NA
"8220","cg18546419",NA,NA,NA
"8221","cg18525740",NA,NA,NA
"8222","cg24504986",NA,NA,NA
"8223","cg27294629",NA,NA,NA
"8224","cg15442702",NA,NA,NA
"8225","cg11316784",NA,NA,NA
"8226","cg03536787",NA,NA,NA
"8227","cg07880061",NA,NA,NA
"8228","cg18824775",NA,NA,NA
"8229","cg00848461",NA,NA,NA
"8230","cg13284426",NA,NA,NA
"8231","cg09564133",NA,NA,NA
"8232","cg02693857",NA,NA,NA
"8233","cg21751787",NA,NA,NA
"8234","cg13755535",NA,NA,NA
"8235","cg01567482",NA,NA,NA
"8236","cg01348086",NA,NA,NA
"8237","cg06501790",NA,NA,NA
"8238","cg12332316",NA,NA,NA
"8239","cg06625767",NA,NA,NA
"8240","cg21424904",NA,NA,NA
"8241","cg27116713",NA,NA,NA
"8242","cg06189653",NA,NA,NA
"8243","cg01805784",NA,NA,NA
"8244","cg22605063",NA,NA,NA
"8245","cg23983884",NA,NA,NA
"8246","cg14920426",NA,NA,NA
"8247","cg09572106",NA,NA,NA
"8248","cg02357714",NA,NA,NA
"8249","cg01278291",NA,NA,NA
"8250","cg00483154",NA,NA,NA
"8251","cg10948883",NA,NA,NA
"8252","cg15437432",NA,NA,NA
"8253","cg06665799",NA,NA,NA
"8254","cg11313997",NA,NA,NA
"8255","cg16233911",NA,NA,NA
"8256","cg21478490",NA,NA,NA
"8257","cg00930194",NA,NA,NA
"8258","cg16257040",NA,NA,NA
"8259","cg25553916",NA,NA,NA
"8260","cg09282744",NA,NA,NA
"8261","cg00273124",NA,NA,NA
"8262","cg06619299",NA,NA,NA
"8263","cg17587934",NA,NA,NA
"8264","cg10038259",NA,NA,NA
"8265","cg07051140",NA,NA,NA
"8266","cg18042806",NA,NA,NA
"8267","cg20546002",NA,NA,NA
"8268","cg10730712",NA,NA,NA
"8269","cg12766348",NA,NA,NA
"8270","cg22778145",NA,NA,NA
"8271","cg10224037",NA,NA,NA
"8272","cg21678388",NA,NA,NA
"8273","cg19236727",NA,NA,NA
"8274","cg09339527",NA,NA,NA
"8275","cg27654142",NA,NA,NA
"8276","cg23037403",NA,NA,NA
"8277","cg03355526",NA,NA,NA
"8278","cg15674997",NA,NA,NA
"8279","cg14859460",NA,NA,NA
"8280","cg11538128",NA,NA,NA
"8281","cg04488521",NA,NA,NA
"8282","cg14409941",NA,NA,NA
"8283","cg01593190",NA,NA,NA
"8284","cg25418748",NA,NA,NA
"8285","cg05497107",NA,NA,NA
"8286","cg03992230",NA,NA,NA
"8287","cg19723775",NA,NA,NA
"8288","cg16940108",NA,NA,NA
"8289","cg13859478",NA,NA,NA
"8290","cg14908548",NA,NA,NA
"8291","cg20060451",NA,NA,NA
"8292","cg16361890",NA,NA,NA
"8293","cg11394785",NA,NA,NA
"8294","cg14446808",NA,NA,NA
"8295","cg24341536",NA,NA,NA
"8296","cg20406374",NA,NA,NA
"8297","cg12080675",NA,NA,NA
"8298","cg10737521",NA,NA,NA
"8299","cg21929993",NA,NA,NA
"8300","cg04915182",NA,NA,NA
"8301","cg21169285",NA,NA,NA
"8302","cg21937886",NA,NA,NA
"8303","cg18602314",NA,NA,NA
"8304","cg15241708",NA,NA,NA
"8305","cg15790852",NA,NA,NA
"8306","cg16585682",NA,NA,NA
"8307","cg14472601",NA,NA,NA
"8308","cg00489401",NA,NA,NA
"8309","cg13927251",NA,NA,NA
"8310","cg20193716",NA,NA,NA
"8311","cg21898046",NA,NA,NA
"8312","cg24024214",NA,NA,NA
"8313","cg03723845",NA,NA,NA
"8314","cg05886367",NA,NA,NA
"8315","cg15516226",NA,NA,NA
"8316","cg11360149",NA,NA,NA
"8317","cg05071677",NA,NA,NA
"8318","cg09079593",NA,NA,NA
"8319","cg10741369",NA,NA,NA
"8320","cg21850069",NA,NA,NA
"8321","cg27285278",NA,NA,NA
"8322","cg08424427",NA,NA,NA
"8323","cg20273774",NA,NA,NA
"8324","cg11100802",NA,NA,NA
"8325","cg09266965",NA,NA,NA
"8326","cg15383120",NA,NA,NA
"8327","cg11235426",NA,NA,NA
"8328","cg25140370",NA,NA,NA
"8329","cg12741420",NA,NA,NA
"8330","cg04946916",NA,NA,NA
"8331","cg14809191",NA,NA,NA
"8332","cg19899882",NA,NA,NA
"8333","cg03848675",NA,NA,NA
"8334","cg08045570",NA,NA,NA
"8335","cg23867624",NA,NA,NA
"8336","cg04504095",NA,NA,NA
"8337","cg16550324",NA,NA,NA
"8338","cg08932320",NA,NA,NA
"8339","cg05191792",NA,NA,NA
"8340","cg18335933",NA,NA,NA
"8341","cg06148264",NA,NA,NA
"8342","cg27056119",NA,NA,NA
"8343","cg18676237",NA,NA,NA
"8344","cg20185083",NA,NA,NA
"8345","cg10164686",NA,NA,NA
"8346","cg06945625",NA,NA,NA
"8347","cg05501682",NA,NA,NA
"8348","cg14645972",NA,NA,NA
"8349","cg12044889",NA,NA,NA
"8350","cg00365193",NA,NA,NA
"8351","cg04099420",NA,NA,NA
"8352","cg14115346",NA,NA,NA
"8353","cg21182407",NA,NA,NA
"8354","cg18384403",NA,NA,NA
"8355","cg00231644",NA,NA,NA
"8356","cg03462055",NA,NA,NA
"8357","cg23517605",NA,NA,NA
"8358","cg25211525",NA,NA,NA
"8359","cg24549507",NA,NA,NA
"8360","cg01570885",NA,NA,NA
"8361","cg03202897",NA,NA,NA
"8362","cg06786424",NA,NA,NA
"8363","cg16208491",NA,NA,NA
"8364","cg15637528",NA,NA,NA
"8365","cg09439093",NA,NA,NA
"8366","cg09054876",NA,NA,NA
"8367","cg09600520",NA,NA,NA
"8368","cg14831798",NA,NA,NA
"8369","cg02966851",NA,NA,NA
"8370","cg15669273",NA,NA,NA
"8371","cg26165608",NA,NA,NA
"8372","cg11504897",NA,NA,NA
"8373","cg25511429",NA,NA,NA
"8374","cg14047667",NA,NA,NA
"8375","cg03440267",NA,NA,NA
"8376","cg20162076",NA,NA,NA
"8377","cg02212836",NA,NA,NA
"8378","cg17774418",NA,NA,NA
"8379","cg18201198",NA,NA,NA
"8380","cg18533466",NA,NA,NA
"8381","cg08651674",NA,NA,NA
"8382","cg07936037",NA,NA,NA
"8383","cg26848248",NA,NA,NA
"8384","cg24520800",NA,NA,NA
"8385","cg13654195",NA,NA,NA
"8386","cg27321931",NA,NA,NA
"8387","cg21068339",NA,NA,NA
"8388","cg06634267",NA,NA,NA
"8389","cg26985138",NA,NA,NA
"8390","cg07479491",NA,NA,NA
"8391","cg03447931",NA,NA,NA
"8392","cg00012792",NA,NA,NA
"8393","cg01802635",NA,NA,NA
"8394","cg14267151",NA,NA,NA
"8395","cg14439353",NA,NA,NA
"8396","cg01808130",NA,NA,NA
"8397","cg09548084",NA,NA,NA
"8398","cg22168676",NA,NA,NA
"8399","cg27631817",NA,NA,NA
"8400","cg12439899",NA,NA,NA
"8401","cg25202471",NA,NA,NA
"8402","cg22572779",NA,NA,NA
"8403","cg02110963",NA,NA,NA
"8404","cg26385286",NA,NA,NA
"8405","cg06544198",NA,NA,NA
"8406","cg21486659",NA,NA,NA
"8407","cg08552121",NA,NA,NA
"8408","cg10965489",NA,NA,NA
"8409","cg03349251",NA,NA,NA
"8410","cg02844545",NA,NA,NA
"8411","cg09829319",NA,NA,NA
"8412","cg13562911",NA,NA,NA
"8413","cg25151806",NA,NA,NA
"8414","cg04304130",NA,NA,NA
"8415","cg11249173",NA,NA,NA
"8416","cg18226566",NA,NA,NA
"8417","cg01177524",NA,NA,NA
"8418","cg14178895",NA,NA,NA
"8419","cg10787197",NA,NA,NA
"8420","cg07782113",NA,NA,NA
"8421","cg26685339",NA,NA,NA
"8422","cg25559625",NA,NA,NA
"8423","cg20376899",NA,NA,NA
"8424","cg08946989",NA,NA,NA
"8425","cg09258965",NA,NA,NA
"8426","cg04775502",NA,NA,NA
"8427","cg22023770",NA,NA,NA
"8428","cg23640903",NA,NA,NA
"8429","cg00194146",NA,NA,NA
"8430","cg07909422",NA,NA,NA
"8431","cg26753137",NA,NA,NA
"8432","cg16253168",NA,NA,NA
"8433","cg06433995",NA,NA,NA
"8434","cg14645085",NA,NA,NA
"8435","cg00214855",NA,NA,NA
"8436","cg23528708",NA,NA,NA
"8437","cg04603184",NA,NA,NA
"8438","cg09754413",NA,NA,NA
"8439","cg16273597",NA,NA,NA
"8440","cg01288598",NA,NA,NA
"8441","cg01769037",NA,NA,NA
"8442","cg15210999",NA,NA,NA
"8443","cg18719571",NA,NA,NA
"8444","cg14298379",NA,NA,NA
"8445","cg19055458",NA,NA,NA
"8446","cg25457331",NA,NA,NA
"8447","cg19190714",NA,NA,NA
"8448","cg10487127",NA,NA,NA
"8449","cg04542938",NA,NA,NA
"8450","cg07346310",NA,NA,NA
"8451","cg23207527",NA,NA,NA
"8452","cg23013864",NA,NA,NA
"8453","cg06682978",NA,NA,NA
"8454","cg27087525",NA,NA,NA
"8455","cg16218387",NA,NA,NA
"8456","cg10786622",NA,NA,NA
"8457","cg08620270",NA,NA,NA
"8458","cg22736354",NA,NA,NA
"8459","cg00772000",NA,NA,NA
"8460","cg24342628",NA,NA,NA
"8461","cg07465480",NA,NA,NA
"8462","cg05200311",NA,NA,NA
"8463","cg21561142",NA,NA,NA
"8464","cg17252960",NA,NA,NA
"8465","cg00468146",NA,NA,NA
"8466","cg27250759",NA,NA,NA
"8467","cg18152712",NA,NA,NA
"8468","cg00586909",NA,NA,NA
"8469","cg14499797",NA,NA,NA
"8470","cg27541541",NA,NA,NA
"8471","cg01173186",NA,NA,NA
"8472","cg12457773",NA,NA,NA
"8473","cg08126211",NA,NA,NA
"8474","cg04515001",NA,NA,NA
"8475","cg16306115",NA,NA,NA
"8476","cg13884546",NA,NA,NA
"8477","cg16917279",NA,NA,NA
"8478","cg12624523",NA,NA,NA
"8479","cg14023451",NA,NA,NA
"8480","cg25375764",NA,NA,NA
"8481","cg25181693",NA,NA,NA
"8482","cg16381688",NA,NA,NA
"8483","cg23020402",NA,NA,NA
"8484","cg06171242",NA,NA,NA
"8485","cg02888247",NA,NA,NA
"8486","cg11780382",NA,NA,NA
"8487","cg06281719",NA,NA,NA
"8488","cg26331192",NA,NA,NA
"8489","cg12818699",NA,NA,NA
"8490","cg23973566",NA,NA,NA
"8491","cg22532997",NA,NA,NA
"8492","cg20955831",NA,NA,NA
"8493","cg16954341",NA,NA,NA
"8494","cg06493994",NA,NA,NA
"8495","cg01307730",NA,NA,NA
"8496","cg02854090",NA,NA,NA
"8497","cg21627181",NA,NA,NA
"8498","cg15916061",NA,NA,NA
"8499","cg22101098",NA,NA,NA
"8500","cg03835296",NA,NA,NA
"8501","cg15691649",NA,NA,NA
"8502","cg05948654",NA,NA,NA
"8503","cg01936555",NA,NA,NA
"8504","cg22502502",NA,NA,NA
"8505","cg21844956",NA,NA,NA
"8506","cg10146929",NA,NA,NA
"8507","cg14652095",NA,NA,NA
"8508","cg09305770",NA,NA,NA
"8509","cg08797106",NA,NA,NA
"8510","cg03969906",NA,NA,NA
"8511","cg24345247",NA,NA,NA
"8512","cg11303749",NA,NA,NA
"8513","cg05471775",NA,NA,NA
"8514","cg23099349",NA,NA,NA
"8515","cg15797414",NA,NA,NA
"8516","cg22630160",NA,NA,NA
"8517","cg19430897",NA,NA,NA
"8518","cg21250296",NA,NA,NA
"8519","cg07636178",NA,NA,NA
"8520","cg25438963",NA,NA,NA
"8521","cg07750111",NA,NA,NA
"8522","cg21453677",NA,NA,NA
"8523","cg06892726",NA,NA,NA
"8524","cg24453353",NA,NA,NA
"8525","cg19515446",NA,NA,NA
"8526","cg10704923",NA,NA,NA
"8527","cg17711541",NA,NA,NA
"8528","cg23070249",NA,NA,NA
"8529","cg02924961",NA,NA,NA
"8530","cg15519208",NA,NA,NA
"8531","cg03007571",NA,NA,NA
"8532","cg26741595",NA,NA,NA
"8533","cg21146268",NA,NA,NA
"8534","cg21026663",NA,NA,NA
"8535","cg12315302",NA,NA,NA
"8536","cg08009328",NA,NA,NA
"8537","cg24784109",NA,NA,NA
"8538","cg08307092",NA,NA,NA
"8539","cg16706631",NA,NA,NA
"8540","cg08687901",NA,NA,NA
"8541","cg27133864",NA,NA,NA
"8542","cg20520725",NA,NA,NA
"8543","cg07922606",NA,NA,NA
"8544","cg23705973",NA,NA,NA
"8545","cg05554718",NA,NA,NA
"8546","cg05159188",NA,NA,NA
"8547","cg08260959",NA,NA,NA
"8548","cg23540745",NA,NA,NA
"8549","cg19801560",NA,NA,NA
"8550","cg05414338",NA,NA,NA
"8551","cg06254453",NA,NA,NA
"8552","cg21663122",NA,NA,NA
"8553","cg14776962",NA,NA,NA
"8554","cg02909790",NA,NA,NA
"8555","cg02192855",NA,NA,NA
"8556","cg27059238",NA,NA,NA
"8557","cg15599064",NA,NA,NA
"8558","cg21729186",NA,NA,NA
"8559","cg17987660",NA,NA,NA
"8560","cg14345882",NA,NA,NA
"8561","cg26314781",NA,NA,NA
"8562","cg07671208",NA,NA,NA
"8563","cg25881193",NA,NA,NA
"8564","cg01840268",NA,NA,NA
"8565","cg16494590",NA,NA,NA
"8566","cg12455562",NA,NA,NA
"8567","cg01269795",NA,NA,NA
"8568","cg25193278",NA,NA,NA
